county,precinct,office,district,candidate,votes
Douglas,Precinct 254,Proposition 111 (STATUTORY),,No/Against,315
Douglas,Precinct 254,Proposition 111 (STATUTORY),,Total,1125
Douglas,Precinct 254,Proposition 112 (STATUTORY),,Yes/For,442
Douglas,Precinct 254,Proposition 112 (STATUTORY),,No/Against,742
Douglas,Precinct 254,Proposition 112 (STATUTORY),,Total,1184
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,848
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,360
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5A,,Total,1208
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,815
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,393
Douglas,Precinct 254,Douglas County School District RE-1 Ballot Issue 5B,,Total,1208
Douglas,Precinct 254,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,649
Douglas,Precinct 254,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,505
Douglas,Precinct 254,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,1154
Douglas,Precinct 255,U.S. House,6,Mike Coffman,449
Douglas,Precinct 255,U.S. House,6,Jason Crow,375
Douglas,Precinct 255,U.S. House,6,Kat Martin,(< 25)
Douglas,Precinct 255,U.S. House,6,Dan Chapin,(< 25)
Douglas,Precinct 255,U.S. House,6,Write-in,(< 25)
Douglas,Precinct 255,U.S. House,6,Total,837
Douglas,Precinct 255,Governor,,Jar Pol / Dia Pri,369
Douglas,Precinct 255,Governor,,Wal Sta / Lang Sias,450
Douglas,Precinct 255,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 255,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 255,Governor,,Total,834
Douglas,Precinct 255,Secretary of State,,Wayne Williams,458
Douglas,Precinct 255,Secretary of State,,Jena Griswold,355
Douglas,Precinct 255,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 255,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 255,Secretary of State,,Total,824
Douglas,Precinct 255,State Treasurer,,Brian Watson,449
Douglas,Precinct 255,State Treasurer,,Dave Young,354
Douglas,Precinct 255,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 255,State Treasurer,,Total,816
Douglas,Precinct 255,Attorney General,,Phil Weiser,333
Douglas,Precinct 255,Attorney General,,George Brauchler,474
Douglas,Precinct 255,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 255,Attorney General,,Total,821
Douglas,Precinct 255,Regent of the University of Colorado - At Large,,Lesley Smith,335
Douglas,Precinct 255,Regent of the University of Colorado - At Large,,Ken Montera,439
Douglas,Precinct 255,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 255,Regent of the University of Colorado - At Large,,James K. Treibert,(< 25)
Douglas,Precinct 255,Regent of the University of Colorado - At Large,,Total,803
Douglas,Precinct 255,State Senate,30,Jul Varnell-Sarjeant,356
Douglas,Precinct 255,State Senate,30,Chris Holbert,443
Douglas,Precinct 255,State Senate,30,Steve Peterson,(< 25)
Douglas,Precinct 255,State Senate,30,Total,823
Douglas,Precinct 255,State Representative,39,Mark Baisley,459
Douglas,Precinct 255,State Representative,39,Kamala Vanderkolk,348
Douglas,Precinct 255,State Representative,39,Tony Gross,(< 25)
Douglas,Precinct 255,State Representative,39,Total,821
Douglas,Precinct 255,Douglas County Commissioner - District 1,,Abe Laydon,459
Douglas,Precinct 255,Douglas County Commissioner - District 1,,Mary Lynch,334
Douglas,Precinct 255,Douglas County Commissioner - District 1,,Total,793
Douglas,Precinct 255,Douglas County Clerk and Recorder,,Merlin Klotz,465
Douglas,Precinct 255,Douglas County Clerk and Recorder,,Carol Johnson,326
Douglas,Precinct 255,Douglas County Clerk and Recorder,,Total,791
Douglas,Precinct 255,Douglas County Treasurer,,Dave Gill,463
Douglas,Precinct 255,Douglas County Treasurer,,Angie Hicks,327
Douglas,Precinct 255,Douglas County Treasurer,,Total,790
Douglas,Precinct 255,Douglas County Assessor,,Lisa Frizell,484
Douglas,Precinct 255,Douglas County Assessor,,Shenika Carter,302
Douglas,Precinct 255,Douglas County Assessor,,Total,786
Douglas,Precinct 255,Douglas County Sheriff,,Tony Spurlock,659
Douglas,Precinct 255,Douglas County Sheriff,,Total,659
Douglas,Precinct 255,Douglas County Surveyor,,Robert D. Snodgrass,643
Douglas,Precinct 255,Douglas County Surveyor,,Total,643
Douglas,Precinct 255,Douglas County Coroner,,Jill E. Romann,488
Douglas,Precinct 255,Douglas County Coroner,,Sydney Ludwick,298
Douglas,Precinct 255,Douglas County Coroner,,Total,786
Douglas,Precinct 255,Colorado Supreme Court Justice - Gabriel,,Yes,499
Douglas,Precinct 255,Colorado Supreme Court Justice - Gabriel,,No,161
Douglas,Precinct 255,Colorado Supreme Court Justice - Gabriel,,Total,660
Douglas,Precinct 255,Colorado Court of Appeals Judge - Dailey,,Yes,523
Douglas,Precinct 255,Colorado Court of Appeals Judge - Dailey,,No,134
Douglas,Precinct 255,Colorado Court of Appeals Judge - Dailey,,Total,657
Douglas,Precinct 255,Colorado Court of Appeals Judge - Freyre,,Yes,510
Douglas,Precinct 255,Colorado Court of Appeals Judge - Freyre,,No,151
Douglas,Precinct 255,Colorado Court of Appeals Judge - Freyre,,Total,661
Douglas,Precinct 255,Colorado Court of Appeals Judge - Harris,,Yes,425
Douglas,Precinct 255,Colorado Court of Appeals Judge - Harris,,No,234
Douglas,Precinct 255,Colorado Court of Appeals Judge - Harris,,Total,659
Douglas,Precinct 255,Colorado Court of Appeals Judge - Richman,,Yes,503
Douglas,Precinct 255,Colorado Court of Appeals Judge - Richman,,No,153
Douglas,Precinct 255,Colorado Court of Appeals Judge - Richman,,Total,656
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Douglass,,Yes,296
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Douglass,,No,360
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Douglass,,Total,656
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Herron,,Yes,505
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Herron,,No,140
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Herron,,Total,645
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Kramer,,Yes,503
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Kramer,,No,147
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Kramer,,Total,650
Douglas,Precinct 255,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,510
Douglas,Precinct 255,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,138
Douglas,Precinct 255,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,648
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Lung,,Yes,509
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Lung,,No,138
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Lung,,Total,647
Douglas,Precinct 255,District Court Judge - 18th Judicial District - McLean,,Yes,502
Douglas,Precinct 255,District Court Judge - 18th Judicial District - McLean,,No,147
Douglas,Precinct 255,District Court Judge - 18th Judicial District - McLean,,Total,649
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Michaelson,,Yes,491
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Michaelson,,No,156
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Michaelson,,Total,647
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Spear,,Yes,506
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Spear,,No,143
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Spear,,Total,649
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Whitaker,,Yes,506
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Whitaker,,No,144
Douglas,Precinct 255,District Court Judge - 18th Judicial District - Whitaker,,Total,650
Douglas,Precinct 255,Douglas County Court Judge - Bowling,,Yes,522
Douglas,Precinct 255,Douglas County Court Judge - Bowling,,No,132
Douglas,Precinct 255,Douglas County Court Judge - Bowling,,Total,654
Douglas,Precinct 255,Douglas County Court Judge - Gomez,,Yes,516
Douglas,Precinct 255,Douglas County Court Judge - Gomez,,No,139
Douglas,Precinct 255,Douglas County Court Judge - Gomez,,Total,655
Douglas,Precinct 255,Douglas County Court Judge - Meissner-Cutler,,Yes,525
Douglas,Precinct 255,Douglas County Court Judge - Meissner-Cutler,,No,133
Douglas,Precinct 255,Douglas County Court Judge - Meissner-Cutler,,Total,658
Douglas,Precinct 255,Amendment V (CONSTITUTIONAL),,Yes/For,238
Douglas,Precinct 255,Amendment V (CONSTITUTIONAL),,No/Against,576
Douglas,Precinct 255,Amendment V (CONSTITUTIONAL),,Total,814
Douglas,Precinct 255,Amendment W (CONSTITUTIONAL),,Yes/For,439
Douglas,Precinct 255,Amendment W (CONSTITUTIONAL),,No/Against,337
Douglas,Precinct 255,Amendment W (CONSTITUTIONAL),,Total,776
Douglas,Precinct 255,Amendment X (CONSTITUTIONAL),,Yes/For,460
Douglas,Precinct 255,Amendment X (CONSTITUTIONAL),,No/Against,295
Douglas,Precinct 255,Amendment X (CONSTITUTIONAL),,Total,755
Douglas,Precinct 255,Amendment Y (CONSTITUTIONAL),,Yes/For,532
Douglas,Precinct 255,Amendment Y (CONSTITUTIONAL),,No/Against,252
Douglas,Precinct 255,Amendment Y (CONSTITUTIONAL),,Total,784
Douglas,Precinct 255,Amendment Z (CONSTITUTIONAL),,Yes/For,534
Douglas,Precinct 255,Amendment Z (CONSTITUTIONAL),,No/Against,242
Douglas,Precinct 255,Amendment Z (CONSTITUTIONAL),,Total,776
Douglas,Precinct 255,Amendment A (CONSTITUTIONAL),,Yes/For,518
Douglas,Precinct 255,Amendment A (CONSTITUTIONAL),,No/Against,276
Douglas,Precinct 255,Amendment A (CONSTITUTIONAL),,Total,794
Douglas,Precinct 255,Amendment 73 (CONSTITUTIONAL),,Yes/For,321
Douglas,Precinct 255,Amendment 73 (CONSTITUTIONAL),,No/Against,482
Douglas,Precinct 255,Amendment 73 (CONSTITUTIONAL),,Total,803
Douglas,Precinct 255,Amendment 74 (CONSTITUTIONAL),,Yes/For,406
Douglas,Precinct 255,Amendment 74 (CONSTITUTIONAL),,No/Against,403
Douglas,Precinct 255,Amendment 74 (CONSTITUTIONAL),,Total,809
Douglas,Precinct 255,Amendment 75 (CONSTITUTIONAL),,Yes/For,298
Douglas,Precinct 255,Amendment 75 (CONSTITUTIONAL),,No/Against,491
Douglas,Precinct 255,Amendment 75 (CONSTITUTIONAL),,Total,789
Douglas,Precinct 255,Proposition 109 (STATUTORY),,Yes/For,364
Douglas,Precinct 255,Proposition 109 (STATUTORY),,No/Against,432
Douglas,Precinct 255,Proposition 109 (STATUTORY),,Total,796
Douglas,Precinct 255,Proposition 110 (STATUTORY),,Yes/For,331
Douglas,Precinct 255,Proposition 110 (STATUTORY),,No/Against,467
Douglas,Precinct 255,Proposition 110 (STATUTORY),,Total,798
Douglas,Precinct 255,Proposition 111 (STATUTORY),,Yes/For,581
Douglas,Precinct 255,Proposition 111 (STATUTORY),,No/Against,208
Douglas,Precinct 255,Proposition 111 (STATUTORY),,Total,789
Douglas,Precinct 255,Proposition 112 (STATUTORY),,Yes/For,310
Douglas,Precinct 255,Proposition 112 (STATUTORY),,No/Against,505
Douglas,Precinct 255,Proposition 112 (STATUTORY),,Total,815
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,525
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,312
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5A,,Total,837
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,526
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,312
Douglas,Precinct 255,Douglas County School District RE-1 Ballot Issue 5B,,Total,838
Douglas,Precinct 255,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,431
Douglas,Precinct 255,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,385
Douglas,Precinct 255,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,816
Douglas,Precinct 256,U.S. House,6,Mike Coffman,391
Douglas,Precinct 256,U.S. House,6,Jason Crow,344
Douglas,Precinct 256,U.S. House,6,Kat Martin,(< 25)
Douglas,Precinct 256,U.S. House,6,Dan Chapin,(< 25)
Douglas,Precinct 256,U.S. House,6,Write-in,0
Douglas,Precinct 256,U.S. House,6,Total,752
Douglas,Precinct 256,Governor,,Jar Pol / Dia Pri,336
Douglas,Precinct 256,Governor,,Wal Sta / Lang Sias,402
Douglas,Precinct 256,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 256,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 256,Governor,,Total,756
Douglas,Precinct 256,Secretary of State,,Wayne Williams,412
Douglas,Precinct 256,Secretary of State,,Jena Griswold,319
Douglas,Precinct 256,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 256,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 256,Secretary of State,,Total,744
Douglas,Precinct 256,State Treasurer,,Brian Watson,411
Douglas,Precinct 256,State Treasurer,,Dave Young,313
Douglas,Precinct 256,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 256,State Treasurer,,Total,740
Douglas,Precinct 256,Attorney General,,Phil Weiser,294
Douglas,Precinct 256,Attorney General,,George Brauchler,437
Douglas,Precinct 256,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 256,Attorney General,,Total,748
Douglas,Precinct 256,Regent of the University of Colorado - At Large,,Lesley Smith,297
Douglas,Precinct 256,Regent of the University of Colorado - At Large,,Ken Montera,391
Douglas,Precinct 256,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 256,Regent of the University of Colorado - At Large,,James K. Treibert,27
Douglas,Precinct 256,Regent of the University of Colorado - At Large,,Total,718
Douglas,Precinct 256,State Senate,30,Jul Varnell-Sarjeant,307
Douglas,Precinct 256,State Senate,30,Chris Holbert,391
Douglas,Precinct 256,State Senate,30,Steve Peterson,44
Douglas,Precinct 256,State Senate,30,Total,742
Douglas,Precinct 256,State Representative,39,Mark Baisley,396
Douglas,Precinct 256,State Representative,39,Kamala Vanderkolk,323
Douglas,Precinct 256,State Representative,39,Tony Gross,(< 25)
Douglas,Precinct 256,State Representative,39,Total,737
Douglas,Precinct 256,Douglas County Commissioner - District 1,,Abe Laydon,413
Douglas,Precinct 256,Douglas County Commissioner - District 1,,Mary Lynch,310
Douglas,Precinct 256,Douglas County Commissioner - District 1,,Total,723
Douglas,Precinct 256,Douglas County Clerk and Recorder,,Merlin Klotz,395
Douglas,Precinct 256,Douglas County Clerk and Recorder,,Carol Johnson,320
Douglas,Precinct 256,Douglas County Clerk and Recorder,,Total,715
Douglas,Precinct 256,Douglas County Treasurer,,Dave Gill,410
Douglas,Precinct 256,Douglas County Treasurer,,Angie Hicks,309
Douglas,Precinct 256,Douglas County Treasurer,,Total,719
Douglas,Precinct 256,Douglas County Assessor,,Lisa Frizell,424
Douglas,Precinct 256,Douglas County Assessor,,Shenika Carter,282
Douglas,Precinct 256,Douglas County Assessor,,Total,706
Douglas,Precinct 256,Douglas County Sheriff,,Tony Spurlock,578
Douglas,Precinct 256,Douglas County Sheriff,,Total,578
Douglas,Precinct 256,Douglas County Surveyor,,Robert D. Snodgrass,545
Douglas,Precinct 256,Douglas County Surveyor,,Total,545
Douglas,Precinct 256,Douglas County Coroner,,Jill E. Romann,425
Douglas,Precinct 256,Douglas County Coroner,,Sydney Ludwick,272
Douglas,Precinct 256,Douglas County Coroner,,Total,697
Douglas,Precinct 256,Colorado Supreme Court Justice - Gabriel,,Yes,431
Douglas,Precinct 256,Colorado Supreme Court Justice - Gabriel,,No,138
Douglas,Precinct 256,Colorado Supreme Court Justice - Gabriel,,Total,569
Douglas,Precinct 256,Colorado Court of Appeals Judge - Dailey,,Yes,435
Douglas,Precinct 256,Colorado Court of Appeals Judge - Dailey,,No,126
Douglas,Precinct 256,Colorado Court of Appeals Judge - Dailey,,Total,561
Douglas,Precinct 256,Colorado Court of Appeals Judge - Freyre,,Yes,426
Douglas,Precinct 256,Colorado Court of Appeals Judge - Freyre,,No,137
Douglas,Precinct 256,Colorado Court of Appeals Judge - Freyre,,Total,563
Douglas,Precinct 256,Colorado Court of Appeals Judge - Harris,,Yes,356
Douglas,Precinct 256,Colorado Court of Appeals Judge - Harris,,No,209
Douglas,Precinct 256,Colorado Court of Appeals Judge - Harris,,Total,565
Douglas,Precinct 256,Colorado Court of Appeals Judge - Richman,,Yes,411
Douglas,Precinct 256,Colorado Court of Appeals Judge - Richman,,No,144
Douglas,Precinct 256,Colorado Court of Appeals Judge - Richman,,Total,555
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Douglass,,Yes,255
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Douglass,,No,313
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Douglass,,Total,568
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Herron,,Yes,434
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Herron,,No,121
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Herron,,Total,555
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Kramer,,Yes,419
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Kramer,,No,131
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Kramer,,Total,550
Douglas,Precinct 256,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,428
Douglas,Precinct 256,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,123
Douglas,Precinct 256,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,551
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Lung,,Yes,429
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Lung,,No,124
Douglas,Precinct 256,District Court Judge - 18th Judicial District - Lung,,Total,553
